fold,split,task_id,sims,distances,distances_norm
fold_4,test,BigCodeBench/793,"[0.9928134, 0.9946239, 0.9874512]","[209, 194, 109]","[0.6572327044025157, 0.610062893081761, 0.34276729559748426]"
fold_4,test,BigCodeBench/84,"[0.9984081, 0.9980518, 0.9971666]","[1030, 744, 861]","[0.6816677696889477, 0.4923891462607545, 0.5698213103904699]"
fold_4,test,BigCodeBench/474,"[0.9934486, 0.9925102, 0.9933859]","[367, 491, 326]","[0.5881410256410257, 0.7868589743589743, 0.5224358974358975]"
fold_4,test,BigCodeBench/434,"[0.9956054, 0.9943502, 0.9915171]","[586, 755, 823]","[0.5830845771144278, 0.7512437810945274, 0.8189054726368159]"
fold_4,test,BigCodeBench/290,"[0.98489773, 0.97626173, 0.9908762]","[294, 500, 365]","[0.5212765957446809, 0.8865248226950354, 0.6471631205673759]"
fold_4,test,BigCodeBench/1103,"[0.98160505, 0.98220676, 0.99058986]","[349, 421, 343]","[0.6737451737451737, 0.8127413127413128, 0.6621621621621622]"
fold_4,test,BigCodeBench/1019,"[0.9922161, 0.99732274, 0.9950914]","[1113, 575, 527]","[1.0650717703349282, 0.5502392344497608, 0.5043062200956938]"
fold_4,test,BigCodeBench/387,"[0.99606323, 0.9910227, 0.98942906]","[364, 508, 485]","[0.5155807365439093, 0.7195467422096318, 0.6869688385269122]"
fold_4,test,BigCodeBench/181,"[0.9952094, 0.9639502, 0.9973758]","[75, 472, 76]","[0.25, 1.5733333333333333, 0.25333333333333335]"
fold_4,test,BigCodeBench/385,"[0.9879762, 0.9850502, 0.9551291]","[364, 330, 752]","[0.7193675889328063, 0.6521739130434783, 1.4861660079051384]"
fold_4,test,BigCodeBench/463,"[0.98896456, 0.9772946, 0.98177046]","[310, 428, 278]","[0.8781869688385269, 1.2124645892351276, 0.7875354107648725]"
fold_4,test,BigCodeBench/801,"[0.97954327, 0.9864318, 0.9866001]","[877, 647, 492]","[1.1867388362652234, 0.8755074424898511, 0.6657645466847091]"
fold_4,test,BigCodeBench/473,"[0.98789424, 0.9872455, 0.99244964]","[425, 533, 393]","[0.8095238095238095, 1.0152380952380953, 0.7485714285714286]"
fold_4,test,BigCodeBench/800,"[0.9891056, 0.98553, 0.98796695]","[568, 521, 552]","[0.5318352059925093, 0.48782771535580527, 0.5168539325842697]"
fold_4,test,BigCodeBench/601,"[0.98740447, 0.99076897, 0.988863]","[463, 459, 446]","[0.6156914893617021, 0.6103723404255319, 0.5930851063829787]"
fold_4,test,BigCodeBench/248,"[0.9874482, 0.9858278, 0.9948052]","[360, 391, 308]","[0.8450704225352113, 0.9178403755868545, 0.7230046948356808]"
fold_4,test,BigCodeBench/39,"[0.98833054, 0.9854618, 0.9892518]","[416, 471, 362]","[0.6322188449848024, 0.71580547112462, 0.5501519756838906]"
fold_4,test,BigCodeBench/44,"[0.9727764, 0.9705981, 0.96427363]","[432, 451, 533]","[1.3170731707317074, 1.375, 1.625]"
fold_4,test,BigCodeBench/322,"[0.9837242, 0.9867952, 0.9934503]","[727, 716, 370]","[1.0520984081041969, 1.036179450072359, 0.5354558610709117]"
fold_4,test,BigCodeBench/449,"[0.99483925, 0.9883871, 0.99572295]","[209, 602, 353]","[0.324031007751938, 0.9333333333333333, 0.5472868217054263]"
fold_4,test,BigCodeBench/94,"[0.9982562, 0.99360186, 0.99767363]","[103, 266, 170]","[0.1925233644859813, 0.497196261682243, 0.3177570093457944]"
fold_4,test,BigCodeBench/1004,"[0.9941497, 0.9900521, 0.99336445]","[340, 418, 280]","[0.5772495755517827, 0.7096774193548387, 0.47538200339558573]"
fold_4,test,BigCodeBench/901,"[0.9548024, 0.9911699, 0.9622343]","[227, 131, 178]","[0.5456730769230769, 0.31490384615384615, 0.42788461538461536]"
fold_4,test,BigCodeBench/152,"[0.9977367, 0.99678373, 0.9957715]","[138, 226, 252]","[0.2247557003257329, 0.36807817589576547, 0.41042345276872966]"
fold_4,test,BigCodeBench/765,"[0.9888515, 0.9971394, 0.9924959]","[348, 183, 217]","[0.7310924369747899, 0.38445378151260506, 0.45588235294117646]"
fold_4,test,BigCodeBench/964,"[0.99693406, 0.9977065, 0.9970867]","[908, 857, 822]","[0.6118598382749326, 0.5774932614555256, 0.5539083557951483]"
fold_4,test,BigCodeBench/835,"[0.99282146, 0.99258935, 0.99668354]","[124, 117, 51]","[0.3887147335423197, 0.3667711598746082, 0.15987460815047022]"
fold_4,test,BigCodeBench/1071,"[0.99195635, 0.98578995, 0.9816146]","[174, 258, 278]","[0.4213075060532688, 0.6246973365617433, 0.6731234866828087]"
fold_4,test,BigCodeBench/570,"[0.9615502, 0.97112536, 0.96369696]","[699, 597, 433]","[1.59954233409611, 1.366132723112128, 0.9908466819221968]"
fold_4,test,BigCodeBench/372,"[0.96092904, 0.96405566, 0.98500454]","[483, 470, 310]","[1.0685840707964602, 1.0398230088495575, 0.6858407079646017]"
fold_4,test,BigCodeBench/79,"[0.9900923, 0.9931504, 0.98781735]","[350, 255, 364]","[0.6161971830985915, 0.448943661971831, 0.6408450704225352]"
fold_4,test,BigCodeBench/1046,"[0.99661624, 0.99159575, 0.99174124]","[106, 163, 177]","[0.28116710875331563, 0.4323607427055703, 0.46949602122015915]"
fold_4,test,BigCodeBench/6,"[0.9160155, 0.9266248, 0.9529389]","[638, 757, 322]","[2.031847133757962, 2.410828025477707, 1.0254777070063694]"
fold_4,test,BigCodeBench/12,"[0.99525845, 0.98650825, 0.99408925]","[415, 714, 452]","[0.532051282051282, 0.9153846153846154, 0.5794871794871795]"
fold_4,test,BigCodeBench/942,"[0.9982985, 0.9963049, 0.99685156]","[434, 377, 388]","[0.46466809421841543, 0.40364025695931477, 0.41541755888650966]"
fold_4,test,BigCodeBench/65,"[0.9871569, 0.98852396, 0.985371]","[317, 351, 499]","[0.6861471861471862, 0.7597402597402597, 1.08008658008658]"
fold_4,test,BigCodeBench/231,"[0.9960732, 0.9953469, 0.9968441]","[523, 461, 389]","[0.590293453724605, 0.5203160270880361, 0.43905191873589167]"
fold_4,test,BigCodeBench/1090,"[0.99184155, 0.99247813, 0.99001336]","[205, 247, 264]","[0.4485776805251641, 0.5404814004376368, 0.5776805251641138]"
fold_4,test,BigCodeBench/576,"[0.9876619, 0.9808204, 0.97182554]","[276, 298, 342]","[0.5092250922509225, 0.5498154981549815, 0.6309963099630996]"
fold_4,test,BigCodeBench/728,"[0.98537, 0.993241, 0.992294]","[631, 317, 363]","[0.8620218579234973, 0.43306010928961747, 0.4959016393442623]"
fold_4,test,BigCodeBench/1098,"[0.9907316, 0.98543113, 0.98262566]","[129, 112, 257]","[0.5608695652173913, 0.48695652173913045, 1.117391304347826]"
fold_4,test,BigCodeBench/871,"[0.9816449, 0.9803258, 0.99339306]","[562, 564, 371]","[0.9079159935379645, 0.9111470113085622, 0.5993537964458805]"
fold_4,test,BigCodeBench/503,"[0.9906213, 0.9800806, 0.993232]","[346, 382, 340]","[0.47527472527472525, 0.5247252747252747, 0.46703296703296704]"
fold_4,test,BigCodeBench/1067,"[0.99395454, 0.9762147, 0.9791842]","[383, 610, 403]","[0.49039692701664533, 0.7810499359795134, 0.5160051216389244]"
fold_4,test,BigCodeBench/255,"[0.9765167, 0.9632221, 0.9850464]","[492, 548, 274]","[1.3085106382978724, 1.4574468085106382, 0.7287234042553191]"
fold_4,test,BigCodeBench/468,"[0.93693095, 0.9606097, 0.96820647]","[685, 475, 443]","[2.965367965367965, 2.0562770562770565, 1.9177489177489178]"
fold_4,test,BigCodeBench/802,"[0.9682981, 0.98071337, 0.9849731]","[222, 211, 204]","[0.5056947608200456, 0.4806378132118451, 0.4646924829157175]"
fold_4,test,BigCodeBench/1066,"[0.9948799, 0.9927851, 0.9956165]","[333, 420, 345]","[0.4416445623342175, 0.5570291777188329, 0.45755968169761274]"
fold_4,test,BigCodeBench/356,"[0.9914143, 0.99462366, 0.9822868]","[437, 453, 457]","[0.49715585893060293, 0.515358361774744, 0.5199089874857793]"
fold_4,test,BigCodeBench/457,"[0.94858027, 0.9711624, 0.9824175]","[614, 621, 423]","[1.7953216374269005, 1.8157894736842106, 1.236842105263158]"
fold_4,test,BigCodeBench/56,"[0.9877007, 0.97979474, 0.9710612]","[214, 177, 373]","[0.5587467362924282, 0.4621409921671018, 0.9738903394255874]"
fold_4,test,BigCodeBench/810,"[0.98283935, 0.98318666, 0.99553686]","[766, 558, 302]","[1.2745424292845258, 0.9284525790349417, 0.502495840266223]"
fold_4,test,BigCodeBench/324,"[0.985431, 0.9940673, 0.99034244]","[447, 305, 427]","[0.8481973434535104, 0.5787476280834914, 0.8102466793168881]"
fold_4,test,BigCodeBench/899,"[0.9962013, 0.9976666, 0.99213314]","[108, 62, 112]","[0.3450479233226837, 0.19808306709265175, 0.35782747603833864]"
fold_4,test,BigCodeBench/1016,"[0.9964299, 0.9940038, 0.9927572]","[520, 607, 711]","[0.5520169851380042, 0.6443736730360934, 0.7547770700636943]"
fold_4,test,BigCodeBench/235,"[0.99353856, 0.9878838, 0.9926621]","[461, 644, 473]","[0.5581113801452785, 0.7796610169491526, 0.572639225181598]"
fold_4,test,BigCodeBench/428,"[0.99052405, 0.9896476, 0.9827275]","[252, 286, 326]","[0.35294117647058826, 0.4005602240896359, 0.4565826330532213]"
fold_4,test,BigCodeBench/190,"[0.99364376, 0.9842347, 0.9742]","[796, 426, 453]","[0.9202312138728324, 0.49248554913294795, 0.5236994219653179]"
fold_4,test,BigCodeBench/319,"[0.9898739, 0.99220395, 0.99666595]","[385, 394, 324]","[0.8461538461538461, 0.865934065934066, 0.7120879120879121]"
fold_4,test,BigCodeBench/155,"[0.99047816, 0.9892905, 0.99002004]","[112, 172, 111]","[0.3085399449035813, 0.4738292011019284, 0.30578512396694213]"
fold_4,test,BigCodeBench/31,"[0.97561944, 0.9876512, 0.9847224]","[500, 415, 414]","[0.8665511265164645, 0.7192374350086655, 0.7175043327556326]"
fold_4,test,BigCodeBench/509,"[0.9952735, 0.99777716, 0.993397]","[840, 906, 792]","[0.6368460955269143, 0.6868840030326004, 0.6004548900682335]"
fold_4,test,BigCodeBench/564,"[0.98337394, 0.987723, 0.96985763]","[454, 387, 398]","[0.8423005565862709, 0.7179962894248608, 0.738404452690167]"
fold_4,test,BigCodeBench/522,"[0.9971565, 0.9903447, 0.9954433]","[590, 703, 578]","[0.6735159817351598, 0.8025114155251142, 0.6598173515981736]"
fold_4,test,BigCodeBench/267,"[0.99801946, 0.9941208, 0.9968574]","[143, 234, 209]","[0.2693032015065913, 0.4406779661016949, 0.3935969868173258]"
fold_4,test,BigCodeBench/737,"[0.97672486, 0.96879, 0.9622038]","[457, 479, 519]","[0.577020202020202, 0.6047979797979798, 0.6553030303030303]"
fold_4,test,BigCodeBench/723,"[0.991845, 0.9852405, 0.9884932]","[441, 508, 616]","[0.6661631419939577, 0.7673716012084593, 0.9305135951661632]"
fold_4,test,BigCodeBench/182,"[0.98045635, 0.97636783, 0.99126685]","[340, 488, 268]","[0.64030131826742, 0.9190207156308852, 0.504708097928437]"
fold_4,test,BigCodeBench/378,"[0.99752957, 0.9960331, 0.9979418]","[436, 453, 469]","[0.464818763326226, 0.48294243070362475, 0.5]"
fold_4,test,BigCodeBench/617,"[0.9899982, 0.9976561, 0.9964775]","[1238, 554, 573]","[1.0273858921161825, 0.4597510373443983, 0.4755186721991701]"
fold_4,test,BigCodeBench/526,"[0.98519343, 0.997156, 0.9971434]","[516, 372, 279]","[0.7467438494934877, 0.5383502170767004, 0.4037626628075253]"
fold_4,test,BigCodeBench/892,"[0.9872495, 0.99460435, 0.9867812]","[142, 141, 188]","[0.461038961038961, 0.4577922077922078, 0.6103896103896104]"
fold_4,test,BigCodeBench/935,"[0.98415446, 0.9766277, 0.9752314]","[276, 290, 325]","[0.5317919075144508, 0.558766859344894, 0.626204238921002]"
fold_4,test,BigCodeBench/242,"[0.99772084, 0.9917794, 0.99783987]","[398, 496, 306]","[0.4907521578298397, 0.6115906288532675, 0.37731196054254007]"
fold_4,test,BigCodeBench/411,"[0.99507636, 0.9932459, 0.9916818]","[89, 103, 97]","[0.2688821752265861, 0.311178247734139, 0.2930513595166163]"
fold_4,test,BigCodeBench/13,"[0.99577236, 0.99892586, 0.99796116]","[588, 469, 330]","[0.5335753176043557, 0.42558983666061706, 0.29945553539019965]"
fold_4,test,BigCodeBench/264,"[0.99229705, 0.97950685, 0.99174964]","[314, 464, 325]","[0.623015873015873, 0.9206349206349206, 0.6448412698412699]"
fold_4,test,BigCodeBench/63,"[0.9955071, 0.9963431, 0.99040425]","[206, 227, 317]","[0.42916666666666664, 0.47291666666666665, 0.6604166666666667]"
fold_4,test,BigCodeBench/1114,"[0.99549097, 0.99411, 0.99517447]","[146, 143, 192]","[0.37823834196891193, 0.3704663212435233, 0.49740932642487046]"
fold_4,test,BigCodeBench/1001,"[0.99568427, 0.9870658, 0.9924886]","[309, 345, 375]","[0.5090609555189456, 0.5683690280065898, 0.6177924217462932]"
fold_4,test,BigCodeBench/725,"[0.9656504, 0.9713721, 0.9747677]","[536, 505, 300]","[1.3201970443349753, 1.2438423645320198, 0.7389162561576355]"
fold_4,test,BigCodeBench/568,"[0.9881024, 0.9891595, 0.98453456]","[424, 503, 554]","[0.7090301003344481, 0.8411371237458194, 0.9264214046822743]"
fold_4,test,BigCodeBench/399,"[0.9944451, 0.99414885, 0.9953152]","[292, 308, 192]","[0.5328467153284672, 0.5620437956204379, 0.35036496350364965]"
fold_4,test,BigCodeBench/1069,"[0.9818671, 0.9789866, 0.9768389]","[610, 636, 397]","[1.0627177700348431, 1.10801393728223, 0.6916376306620209]"
fold_4,test,BigCodeBench/208,"[0.9779332, 0.97157025, 0.9916962]","[509, 751, 202]","[0.9105545617173524, 1.3434704830053668, 0.3613595706618962]"
fold_4,test,BigCodeBench/475,"[0.99484634, 0.9952084, 0.9927457]","[512, 663, 916]","[0.5470085470085471, 0.7083333333333334, 0.9786324786324786]"
fold_4,test,BigCodeBench/439,"[0.98111904, 0.9671175, 0.98745453]","[354, 558, 289]","[1.032069970845481, 1.6268221574344024, 0.8425655976676385]"
fold_4,test,BigCodeBench/173,"[0.99413526, 0.98439074, 0.97293216]","[203, 201, 352]","[0.5087719298245614, 0.5037593984962406, 0.8822055137844611]"
fold_4,test,BigCodeBench/985,"[0.9979065, 0.99677235, 0.99660647]","[792, 900, 814]","[0.5311871227364185, 0.6036217303822937, 0.5459423205902079]"
fold_4,test,BigCodeBench/909,"[0.9956575, 0.99260765, 0.993535]","[141, 151, 201]","[0.2727272727272727, 0.29206963249516443, 0.38878143133462284]"
fold_4,test,BigCodeBench/713,"[0.99527377, 0.9930651, 0.9963771]","[344, 665, 472]","[0.4444444444444444, 0.8591731266149871, 0.6098191214470284]"
fold_4,test,BigCodeBench/594,"[0.99571, 0.9940923, 0.99247015]","[574, 586, 655]","[0.7211055276381909, 0.7361809045226131, 0.8228643216080402]"
fold_4,test,BigCodeBench/360,"[0.9915947, 0.99157274, 0.9971768]","[622, 843, 319]","[0.8227513227513228, 1.1150793650793651, 0.421957671957672]"
fold_4,test,BigCodeBench/203,"[0.99564254, 0.99503237, 0.995004]","[705, 544, 463]","[0.7320872274143302, 0.564901349948079, 0.48078920041536866]"
fold_4,test,BigCodeBench/822,"[0.9967843, 0.9934212, 0.9959737]","[240, 292, 296]","[0.39279869067103107, 0.4779050736497545, 0.4844517184942717]"
fold_4,test,BigCodeBench/314,"[0.9799868, 0.98068243, 0.9664656]","[332, 305, 455]","[0.6680080482897385, 0.613682092555332, 0.9154929577464789]"
fold_4,test,BigCodeBench/491,"[0.9977473, 0.99362767, 0.9969068]","[692, 757, 566]","[0.6313868613138686, 0.6906934306569343, 0.5164233576642335]"
fold_4,test,BigCodeBench/933,"[0.9924652, 0.9944236, 0.9774184]","[165, 194, 248]","[0.642023346303502, 0.754863813229572, 0.9649805447470817]"
fold_4,test,BigCodeBench/1015,"[0.99621356, 0.99129593, 0.9972838]","[921, 824, 417]","[0.748780487804878, 0.6699186991869919, 0.33902439024390246]"
fold_4,test,BigCodeBench/1137,"[0.9838178, 0.9789426, 0.9910048]","[1012, 893, 491]","[1.6063492063492064, 1.4174603174603175, 0.7793650793650794]"
fold_4,test,BigCodeBench/507,"[0.97881246, 0.9901747, 0.9857335]","[669, 584, 647]","[0.6833503575076609, 0.5965270684371808, 0.6608784473953013]"
fold_4,test,BigCodeBench/1123,"[0.98978776, 0.98881257, 0.9800482]","[734, 372, 649]","[1.1309707241910631, 0.5731895223420647, 1.0]"
fold_4,test,BigCodeBench/270,"[0.99241567, 0.9941354, 0.9941354]","[51, 59, 59]","[0.35172413793103446, 0.4068965517241379, 0.4068965517241379]"
fold_4,test,BigCodeBench/1065,"[0.9927033, 0.9797386, 0.9873961]","[145, 260, 189]","[0.4915254237288136, 0.8813559322033898, 0.6406779661016949]"
fold_4,test,BigCodeBench/720,"[0.9932128, 0.9861001, 0.991786]","[540, 659, 551]","[0.7171314741035857, 0.8751660026560425, 0.7317397078353254]"
fold_4,test,BigCodeBench/88,"[0.9872357, 0.9763347, 0.9815351]","[357, 543, 422]","[0.7660944206008584, 1.1652360515021458, 0.9055793991416309]"
fold_4,test,BigCodeBench/435,"[0.9908033, 0.98932695, 0.9898512]","[311, 312, 316]","[0.5289115646258503, 0.5306122448979592, 0.5374149659863946]"
fold_4,test,BigCodeBench/946,"[0.9951926, 0.9877236, 0.9915467]","[105, 126, 125]","[0.2807486631016043, 0.33689839572192515, 0.3342245989304813]"
fold_4,test,BigCodeBench/875,"[0.9733022, 0.99225754, 0.98385525]","[549, 163, 362]","[1.1831896551724137, 0.35129310344827586, 0.7801724137931034]"
fold_4,test,BigCodeBench/232,"[0.97714245, 0.9800936, 0.9757552]","[388, 406, 471]","[0.9371980676328503, 0.9806763285024155, 1.1376811594202898]"
fold_4,test,BigCodeBench/565,"[0.95355594, 0.9718883, 0.9600588]","[726, 493, 443]","[1.7881773399014778, 1.2142857142857142, 1.0911330049261083]"
fold_4,test,BigCodeBench/402,"[0.94490165, 0.96587074, 0.95494515]","[1747, 1025, 641]","[3.979498861047836, 2.334851936218679, 1.460136674259681]"
fold_4,test,BigCodeBench/1113,"[0.9802851, 0.99458957, 0.9935125]","[412, 250, 194]","[0.8174603174603174, 0.49603174603174605, 0.38492063492063494]"
fold_4,test,BigCodeBench/1044,"[0.99134755, 0.9943515, 0.9947184]","[523, 656, 448]","[0.7077131258457375, 0.8876860622462788, 0.6062246278755075]"
fold_4,test,BigCodeBench/1030,"[0.9974757, 0.9939367, 0.9961526]","[64, 167, 39]","[0.23703703703703705, 0.6185185185185185, 0.14444444444444443]"
fold_4,test,BigCodeBench/918,"[0.98777294, 0.97441036, 0.9841902]","[231, 260, 380]","[0.7042682926829268, 0.7926829268292683, 1.1585365853658536]"
fold_4,test,BigCodeBench/597,"[0.97636354, 0.9875643, 0.99484396]","[262, 233, 257]","[0.6223277909738717, 0.5534441805225653, 0.6104513064133017]"
fold_4,test,BigCodeBench/697,"[0.9611241, 0.977785, 0.9814793]","[238, 418, 418]","[0.5666666666666667, 0.9952380952380953, 0.9952380952380953]"
fold_4,test,BigCodeBench/929,"[0.9805378, 0.98551357, 0.98145044]","[258, 264, 254]","[0.7543859649122807, 0.7719298245614035, 0.7426900584795322]"
fold_4,test,BigCodeBench/944,"[0.99717736, 0.9971524, 0.991581]","[259, 336, 226]","[0.3523809523809524, 0.45714285714285713, 0.3074829931972789]"
fold_4,test,BigCodeBench/701,"[0.9608158, 0.9721614, 0.96873504]","[403, 287, 330]","[1.5381679389312977, 1.0954198473282444, 1.2595419847328244]"
fold_4,test,BigCodeBench/246,"[0.9923842, 0.9945195, 0.99676377]","[391, 389, 269]","[0.7161172161172161, 0.7124542124542125, 0.4926739926739927]"
fold_4,test,BigCodeBench/986,"[0.9881961, 0.99701977, 0.99506414]","[788, 580, 589]","[0.976456009913259, 0.7187112763320942, 0.7298636926889716]"
fold_4,test,BigCodeBench/913,"[0.97620654, 0.96870345, 0.98489624]","[518, 537, 544]","[0.5846501128668171, 0.6060948081264108, 0.6139954853273137]"
fold_4,test,BigCodeBench/89,"[0.9912143, 0.98350877, 0.9976055]","[526, 404, 383]","[0.6025200458190149, 0.4627720504009164, 0.43871706758304696]"
fold_4,test,BigCodeBench/388,"[0.9619478, 0.95936817, 0.9879021]","[493, 519, 271]","[1.3926553672316384, 1.4661016949152543, 0.7655367231638418]"
fold_4,test,BigCodeBench/584,"[0.9909598, 0.9909999, 0.998423]","[540, 521, 361]","[0.6844106463878327, 0.6603295310519645, 0.45754119138149557]"
fold_4,test,BigCodeBench/1009,"[0.9755358, 0.9765639, 0.9728887]","[462, 487, 438]","[0.8716981132075472, 0.9188679245283019, 0.8264150943396227]"
fold_4,test,BigCodeBench/1105,"[0.9968136, 0.97708076, 0.9974846]","[240, 1041, 200]","[0.39344262295081966, 1.7065573770491804, 0.32786885245901637]"
fold_4,test,BigCodeBench/237,"[0.9972817, 0.9944724, 0.99633116]","[374, 480, 343]","[0.5335235378031383, 0.6847360912981455, 0.4893009985734665]"
fold_4,test,BigCodeBench/412,"[0.96803325, 0.96821946, 0.94463074]","[450, 428, 569]","[1.4195583596214512, 1.3501577287066246, 1.7949526813880126]"
fold_4,test,BigCodeBench/15,"[0.9966738, 0.9877617, 0.9968635]","[752, 853, 460]","[0.8487584650112867, 0.9627539503386005, 0.5191873589164786]"
fold_4,test,BigCodeBench/81,"[0.52539444, 0.9578327, 0.9965031]","[421, 324, 76]","[1.0, 0.7695961995249406, 0.18052256532066507]"
fold_4,test,BigCodeBench/204,"[0.96609205, 0.9650427, 0.9870055]","[645, 475, 286]","[1.4726027397260273, 1.0844748858447488, 0.6529680365296804]"
fold_4,test,BigCodeBench/154,"[0.9965068, 0.9805284, 0.9917026]","[153, 343, 273]","[0.4322033898305085, 0.9689265536723164, 0.7711864406779662]"
fold_4,test,BigCodeBench/1064,"[0.94304764, 0.96369886, 0.96184516]","[277, 288, 292]","[0.6723300970873787, 0.6990291262135923, 0.7087378640776699]"
fold_4,test,BigCodeBench/344,"[0.9939338, 0.989853, 0.9827386]","[122, 218, 401]","[0.25684210526315787, 0.4589473684210526, 0.8442105263157895]"
fold_4,test,BigCodeBench/941,"[0.9902732, 0.99343723, 0.99766076]","[273, 319, 169]","[0.41615853658536583, 0.48628048780487804, 0.2576219512195122]"
fold_4,test,BigCodeBench/606,"[0.9971078, 0.9912035, 0.9915563]","[46, 47, 78]","[0.21904761904761905, 0.22380952380952382, 0.37142857142857144]"
fold_4,test,BigCodeBench/46,"[0.96541196, 0.9482368, 0.9524649]","[330, 415, 444]","[1.3147410358565736, 1.653386454183267, 1.7689243027888446]"
fold_4,test,BigCodeBench/1056,"[0.99505985, 0.9864463, 0.9795357]","[311, 368, 331]","[0.45335276967930027, 0.5364431486880467, 0.48250728862973763]"
fold_4,test,BigCodeBench/602,"[0.99047995, 0.98028183, 0.98665076]","[226, 318, 185]","[0.6108108108108108, 0.8594594594594595, 0.5]"
fold_4,test,BigCodeBench/785,"[0.99653876, 0.9967809, 0.9954348]","[400, 394, 370]","[0.5830903790087464, 0.5743440233236151, 0.5393586005830904]"
fold_4,test,BigCodeBench/583,"[0.99777097, 0.989038, 0.9960938]","[264, 375, 309]","[0.4217252396166134, 0.5990415335463258, 0.4936102236421725]"
fold_4,test,BigCodeBench/1005,"[0.9849087, 0.98774076, 0.99260116]","[426, 673, 407]","[0.6563944530046225, 1.036979969183359, 0.6271186440677966]"
fold_4,test,BigCodeBench/1012,"[0.9967164, 0.99771196, 0.9954457]","[629, 642, 595]","[0.5517543859649123, 0.5631578947368421, 0.5219298245614035]"
fold_4,test,BigCodeBench/103,"[0.9921703, 0.9914714, 0.99187165]","[652, 705, 426]","[0.9340974212034384, 1.010028653295129, 0.6103151862464183]"
fold_4,test,BigCodeBench/973,"[0.9962716, 0.98881817, 0.99592066]","[350, 487, 456]","[0.4196642685851319, 0.5839328537170264, 0.5467625899280576]"
fold_4,test,BigCodeBench/202,"[0.9847752, 0.9645133, 0.9917782]","[471, 489, 456]","[0.6023017902813299, 0.6253196930946292, 0.5831202046035806]"
fold_4,test,BigCodeBench/881,"[0.99207425, 0.97419417, 0.96197]","[505, 619, 350]","[0.753731343283582, 0.9238805970149254, 0.5223880597014925]"
fold_4,test,BigCodeBench/195,"[0.96328914, 0.9530014, 0.9899155]","[527, 451, 123]","[1.4398907103825136, 1.2322404371584699, 0.3360655737704918]"
fold_4,test,BigCodeBench/894,"[0.99470615, 0.99091303, 0.995971]","[373, 425, 159]","[0.55096011816839, 0.6277695716395865, 0.23485967503692762]"
fold_4,test,BigCodeBench/320,"[0.9876075, 0.97788984, 0.9837393]","[165, 369, 214]","[0.3900709219858156, 0.8723404255319149, 0.5059101654846335]"
fold_4,test,BigCodeBench/224,"[0.98859155, 0.9901984, 0.9930758]","[731, 753, 667]","[0.917189460476788, 0.944792973651192, 0.8368883312421581]"
fold_4,test,BigCodeBench/397,"[0.9557624, 0.96743274, 0.97115415]","[1256, 759, 644]","[3.14, 1.8975, 1.61]"
fold_4,test,BigCodeBench/1094,"[0.99345744, 0.99291587, 0.9885777]","[157, 163, 273]","[0.39646464646464646, 0.4116161616161616, 0.6893939393939394]"
fold_4,test,BigCodeBench/715,"[0.95108014, 0.93842196, 0.9666093]","[1030, 1042, 448]","[3.47972972972973, 3.52027027027027, 1.5135135135135136]"
fold_4,test,BigCodeBench/989,"[0.9893745, 0.9969837, 0.9941591]","[948, 399, 640]","[0.9566094853683148, 0.4026236125126135, 0.6458123107971746]"
fold_4,test,BigCodeBench/1040,"[0.99896866, 0.9983479, 0.9960343]","[2348, 1470, 865]","[1.2449628844114529, 0.7794273594909862, 0.4586426299045599]"
fold_4,test,BigCodeBench/914,"[0.994211, 0.99018973, 0.99125147]","[427, 608, 525]","[0.5865384615384616, 0.8351648351648352, 0.7211538461538461]"
fold_4,test,BigCodeBench/524,"[0.99693143, 0.9963276, 0.99625885]","[518, 510, 671]","[0.5390218522372529, 0.5306971904266389, 0.6982310093652445]"
fold_4,test,BigCodeBench/440,"[0.9964354, 0.997593, 0.99360085]","[340, 317, 346]","[0.4657534246575342, 0.43424657534246575, 0.473972602739726]"
fold_4,test,BigCodeBench/975,"[0.99619, 0.9950428, 0.99277955]","[119, 123, 147]","[0.371875, 0.384375, 0.459375]"
fold_4,test,BigCodeBench/85,"[0.98979175, 0.990057, 0.989413]","[747, 1025, 660]","[0.9701298701298702, 1.3311688311688312, 0.8571428571428571]"
fold_4,test,BigCodeBench/219,"[0.96788126, 0.98886746, 0.98348]","[830, 345, 404]","[1.5456238361266295, 0.6424581005586593, 0.7523277467411545]"
fold_4,test,BigCodeBench/567,"[0.98618346, 0.9909481, 0.97585636]","[338, 322, 306]","[0.560530679933665, 0.5339966832504146, 0.5074626865671642]"
fold_4,test,BigCodeBench/493,"[0.9974874, 0.9975795, 0.9969755]","[765, 608, 518]","[0.6681222707423581, 0.5310043668122271, 0.4524017467248908]"
fold_4,test,BigCodeBench/49,"[0.9946648, 0.9836633, 0.99535733]","[251, 322, 167]","[0.5340425531914894, 0.6851063829787234, 0.3553191489361702]"
fold_4,test,BigCodeBench/934,"[0.98383653, 0.9896773, 0.9894784]","[185, 146, 166]","[0.7773109243697479, 0.6134453781512605, 0.6974789915966386]"
fold_4,test,BigCodeBench/124,"[0.99783194, 0.99492943, 0.9983681]","[286, 311, 271]","[0.36855670103092786, 0.4007731958762887, 0.3492268041237113]"
fold_4,test,BigCodeBench/386,"[0.9836974, 0.9847737, 0.9959334]","[204, 200, 91]","[0.5528455284552846, 0.5420054200542005, 0.24661246612466126]"
