fold,split,task_id,sims
fold_5,test,BigCodeBench/582,"[0.996163, 0.99059844, 0.9941267]"
fold_5,test,BigCodeBench/348,"[0.94016296, 0.949028, 0.97542816]"
fold_5,test,BigCodeBench/886,"[0.99317825, 0.9845189, 0.9718101]"
fold_5,test,BigCodeBench/779,"[0.98751795, 0.9871352, 0.9836887]"
fold_5,test,BigCodeBench/241,"[0.9929817, 0.9931905, 0.989504]"
fold_5,test,BigCodeBench/1097,"[0.99843264, 0.9964875, 0.9975359]"
fold_5,test,BigCodeBench/763,"[0.98397875, 0.9933946, 0.99485826]"
fold_5,test,BigCodeBench/620,"[0.99533784, 0.969129, 0.99404544]"
fold_5,test,BigCodeBench/395,"[0.9958244, 0.9939535, 0.99335116]"
fold_5,test,BigCodeBench/618,"[0.9920931, 0.98544866, 0.9821377]"
fold_5,test,BigCodeBench/332,"[0.9863332, 0.99182546, 0.98809636]"
fold_5,test,BigCodeBench/955,"[0.98387396, 0.9800062, 0.9939151]"
fold_5,test,BigCodeBench/1041,"[0.993292, 0.99178416, 0.9839011]"
fold_5,test,BigCodeBench/413,"[0.9915599, 0.98651123, 0.9931121]"
fold_5,test,BigCodeBench/93,"[0.98013794, 0.980872, 0.9883814]"
fold_5,test,BigCodeBench/900,"[0.9879372, 0.9865457, 0.9813144]"
fold_5,test,BigCodeBench/997,"[0.9976462, 0.9982836, 0.9978074]"
fold_5,test,BigCodeBench/1039,"[0.9942568, 0.9962846, 0.99634683]"
fold_5,test,BigCodeBench/443,"[0.99846566, 0.9971242, 0.99238545]"
fold_5,test,BigCodeBench/947,"[0.9935119, 0.9923455, 0.99566954]"
fold_5,test,BigCodeBench/1120,"[0.959561, 0.96151423, 0.9680458]"
fold_5,test,BigCodeBench/885,"[0.95990056, 0.9587127, 0.9720346]"
fold_5,test,BigCodeBench/363,"[0.99540985, 0.9960418, 0.99664927]"
fold_5,test,BigCodeBench/513,"[0.9935589, 0.9894872, 0.9945144]"
fold_5,test,BigCodeBench/172,"[0.9462765, 0.9940299, 0.9915192]"
fold_5,test,BigCodeBench/117,"[0.9965724, 0.9969839, 0.9958974]"
fold_5,test,BigCodeBench/321,"[0.99068856, 0.9912379, 0.9951843]"
fold_5,test,BigCodeBench/115,"[0.9939447, 0.9519062, 0.98183966]"
fold_5,test,BigCodeBench/41,"[0.9879865, 0.980895, 0.9912065]"
fold_5,test,BigCodeBench/8,"[0.9920668, 0.99403274, 0.99172086]"
fold_5,test,BigCodeBench/818,"[0.99519414, 0.99331665, 0.99345237]"
fold_5,test,BigCodeBench/50,"[0.9944457, 0.99675584, 0.98756117]"
fold_5,test,BigCodeBench/125,"[0.99744284, 0.99404657, 0.9971746]"
fold_5,test,BigCodeBench/614,"[0.98636734, 0.9874829, 0.9917927]"
fold_5,test,BigCodeBench/323,"[0.9906018, 0.9945961, 0.9934957]"
fold_5,test,BigCodeBench/317,"[0.9979535, 0.9951207, 0.99525404]"
fold_5,test,BigCodeBench/864,"[0.9900821, 0.96662486, 0.9828236]"
fold_5,test,BigCodeBench/993,"[0.99417394, 0.9877782, 0.9850493]"
fold_5,test,BigCodeBench/1122,"[0.98619616, 0.9904017, 0.98836565]"
fold_5,test,BigCodeBench/383,"[0.98406816, 0.9883168, 0.9821002]"
fold_5,test,BigCodeBench/17,"[0.99323225, 0.9878434, 0.9940468]"
fold_5,test,BigCodeBench/1085,"[0.9795336, 0.98705196, 0.96987677]"
fold_5,test,BigCodeBench/917,"[0.9896457, 0.99417955, 0.99260515]"
fold_5,test,BigCodeBench/1104,"[0.9897169, 0.9723366, 0.9937468]"
fold_5,test,BigCodeBench/511,"[0.9770774, 0.987487, 0.99222726]"
fold_5,test,BigCodeBench/291,"[0.9423579, 0.9436993, 0.96456605]"
fold_5,test,BigCodeBench/798,"[0.98612213, 0.9900662, 0.9801642]"
fold_5,test,BigCodeBench/607,"[0.9670454, 0.9782018, 0.9818951]"
fold_5,test,BigCodeBench/365,"[0.99741423, 0.9980098, 0.9973034]"
fold_5,test,BigCodeBench/256,"[0.9965608, 0.99409306, 0.99727196]"
fold_5,test,BigCodeBench/857,"[0.5354817, 0.98381555, 0.98045427]"
fold_5,test,BigCodeBench/441,"[0.976305, 0.9770391, 0.9931209]"
fold_5,test,BigCodeBench/215,"[0.97340244, 0.97115314, 0.9767958]"
fold_5,test,BigCodeBench/1036,"[0.9962133, 0.9928955, 0.9911268]"
fold_5,test,BigCodeBench/168,"[0.9870191, 0.9736974, 0.9916185]"
fold_5,test,BigCodeBench/775,"[0.9957563, 0.99595094, 0.9879758]"
fold_5,test,BigCodeBench/680,"[0.9888725, 0.9944484, 0.9885124]"
fold_5,test,BigCodeBench/1034,"[0.9787828, 0.9770555, 0.98038775]"
fold_5,test,BigCodeBench/91,"[0.9938557, 0.995928, 0.997538]"
fold_5,test,BigCodeBench/284,"[0.9671799, 0.9549743, 0.97295856]"
fold_5,test,BigCodeBench/75,"[0.9985067, 0.99766076, 0.997007]"
fold_5,test,BigCodeBench/531,"[0.9970896, 0.9950383, 0.995895]"
fold_5,test,BigCodeBench/922,"[0.9995848, 0.9995074, 0.9999229]"
fold_5,test,BigCodeBench/82,"[0.5381125, 0.99772155, 0.9986673]"
fold_5,test,BigCodeBench/102,"[0.99305046, 0.9876194, 0.9910474]"
fold_5,test,BigCodeBench/882,"[0.9863092, 0.9836941, 0.98470855]"
fold_5,test,BigCodeBench/101,"[0.9905351, 0.9937593, 0.99179274]"
fold_5,test,BigCodeBench/940,"[0.9984766, 0.99590504, 0.99021673]"
fold_5,test,BigCodeBench/244,"[0.9914045, 0.9886061, 0.98816484]"
fold_5,test,BigCodeBench/354,"[0.98291194, 0.9828516, 0.9745643]"
fold_5,test,BigCodeBench/10,"[0.99462223, 0.97694206, 0.9939706]"
fold_5,test,BigCodeBench/759,"[0.532477, 0.9820743, 0.9536105]"
fold_5,test,BigCodeBench/222,"[0.9889691, 0.99040234, 0.98680735]"
fold_5,test,BigCodeBench/708,"[0.97951096, 0.97921133, 0.98061264]"
fold_5,test,BigCodeBench/604,"[0.9694643, 0.9570926, 0.97572935]"
fold_5,test,BigCodeBench/943,"[0.9866779, 0.9811722, 0.9961347]"
fold_5,test,BigCodeBench/1025,"[0.99825954, 0.9973837, 0.99079204]"
fold_5,test,BigCodeBench/350,"[0.98934203, 0.9938931, 0.99459153]"
fold_5,test,BigCodeBench/780,"[0.98173857, 0.9833709, 0.9941601]"
fold_5,test,BigCodeBench/804,"[0.9953566, 0.9975171, 0.9964988]"
fold_5,test,BigCodeBench/781,"[0.98636186, 0.99564636, 0.98465407]"
fold_5,test,BigCodeBench/560,"[0.9787058, 0.99458015, 0.9655615]"
fold_5,test,BigCodeBench/745,"[0.96323, 0.9850606, 0.98251915]"
fold_5,test,BigCodeBench/120,"[0.9909572, 0.9972005, 0.9959179]"
fold_5,test,BigCodeBench/216,"[0.97433263, 0.9787815, 0.993657]"
fold_5,test,BigCodeBench/200,"[0.98165935, 0.98309875, 0.99036396]"
fold_5,test,BigCodeBench/575,"[0.99401426, 0.9821694, 0.9944904]"
fold_5,test,BigCodeBench/178,"[0.99042416, 0.9911701, 0.9902484]"
fold_5,test,BigCodeBench/831,"[0.9759289, 0.9834566, 0.9864054]"
fold_5,test,BigCodeBench/501,"[0.9963043, 0.9978119, 0.9954562]"
fold_5,test,BigCodeBench/460,"[0.98238975, 0.97410697, 0.9890811]"
fold_5,test,BigCodeBench/612,"[0.997928, 0.98725003, 0.9944069]"
fold_5,test,BigCodeBench/654,"[0.9899204, 0.99583864, 0.99532807]"
fold_5,test,BigCodeBench/613,"[0.99686205, 0.9973226, 0.9931457]"
fold_5,test,BigCodeBench/1055,"[0.98793423, 0.9851205, 0.9953584]"
fold_5,test,BigCodeBench/174,"[0.99565834, 0.9988898, 0.997838]"
fold_5,test,BigCodeBench/130,"[0.9913091, 0.98554695, 0.98416597]"
fold_5,test,BigCodeBench/315,"[0.9918459, 0.9917832, 0.9911315]"
fold_5,test,BigCodeBench/145,"[0.9961856, 0.9800643, 0.9965205]"
fold_5,test,BigCodeBench/704,"[0.98936844, 0.99076736, 0.9918345]"
fold_5,test,BigCodeBench/966,"[0.98720694, 0.97265965, 0.9890672]"
fold_5,test,BigCodeBench/1008,"[0.99112374, 0.9855569, 0.986153]"
fold_5,test,BigCodeBench/566,"[0.97957146, 0.957787, 0.9817403]"
fold_5,test,BigCodeBench/574,"[0.9970922, 0.97867274, 0.9954678]"
fold_5,test,BigCodeBench/278,"[0.9924345, 0.98453736, 0.9889091]"
fold_5,test,BigCodeBench/521,"[0.98679554, 0.98387116, 0.95962834]"
fold_5,test,BigCodeBench/471,"[0.99506575, 0.9937164, 0.9836426]"
fold_5,test,BigCodeBench/590,"[0.9946538, 0.9896417, 0.9829572]"
fold_5,test,BigCodeBench/83,"[0.9847672, 0.9852103, 0.99676365]"
fold_5,test,BigCodeBench/615,"[0.992146, 0.9887277, 0.99442524]"
fold_5,test,BigCodeBench/1125,"[0.9269102, 0.93064785, 0.95492524]"
fold_5,test,BigCodeBench/292,"[0.9855531, 0.9754641, 0.9795083]"
fold_5,test,BigCodeBench/478,"[0.9944817, 0.98523605, 0.99246633]"
fold_5,test,BigCodeBench/808,"[0.98554003, 0.9821479, 0.97628444]"
fold_5,test,BigCodeBench/226,"[0.9863702, 0.9889081, 0.9910754]"
fold_5,test,BigCodeBench/535,"[0.9955214, 0.9976823, 0.99244523]"
fold_5,test,BigCodeBench/126,"[0.9876181, 0.98020184, 0.9885632]"
fold_5,test,BigCodeBench/1084,"[0.99350965, 0.9937061, 0.9946493]"
fold_5,test,BigCodeBench/77,"[0.9835885, 0.98352987, 0.9812012]"
fold_5,test,BigCodeBench/341,"[0.9929714, 0.9890569, 0.9948426]"
fold_5,test,BigCodeBench/616,"[0.99703705, 0.99391013, 0.99673724]"
fold_5,test,BigCodeBench/64,"[0.9924674, 0.98638, 0.9944948]"
fold_5,test,BigCodeBench/171,"[0.987357, 0.98488605, 0.9807656]"
fold_5,test,BigCodeBench/214,"[0.991618, 0.99013096, 0.99011034]"
fold_5,test,BigCodeBench/920,"[0.9956539, 0.9892558, 0.96848875]"
fold_5,test,BigCodeBench/1054,"[0.98243785, 0.9927924, 0.9938013]"
fold_5,test,BigCodeBench/156,"[0.9946658, 0.98461, 0.9939544]"
fold_5,test,BigCodeBench/259,"[0.9813774, 0.9670769, 0.9790517]"
fold_5,test,BigCodeBench/895,"[0.97683585, 0.9712493, 0.98209673]"
fold_5,test,BigCodeBench/376,"[0.99301744, 0.99505514, 0.98906386]"
fold_5,test,BigCodeBench/681,"[0.9866781, 0.98304343, 0.97882533]"
fold_5,test,BigCodeBench/717,"[0.9935274, 0.99056834, 0.99692726]"
fold_5,test,BigCodeBench/626,"[0.9889942, 0.9910615, 0.99411297]"
fold_5,test,BigCodeBench/645,"[0.9966356, 0.9704113, 0.9826237]"
fold_5,test,BigCodeBench/186,"[0.9917094, 0.9864562, 0.9863506]"
fold_5,test,BigCodeBench/789,"[0.99220383, 0.9893623, 0.9891643]"
fold_5,test,BigCodeBench/221,"[0.9845124, 0.9866303, 0.98915577]"
fold_5,test,BigCodeBench/904,"[0.9821851, 0.9770202, 0.968554]"
fold_5,test,BigCodeBench/506,"[0.978395, 0.9731701, 0.9780432]"
fold_5,test,BigCodeBench/663,"[0.97498566, 0.98722756, 0.97732836]"
fold_5,test,BigCodeBench/20,"[0.99441826, 0.94192106, 0.9705657]"
fold_5,test,BigCodeBench/926,"[0.9956014, 0.98877853, 0.9937608]"
fold_5,test,BigCodeBench/1033,"[0.9898553, 0.97086287, 0.99267226]"
fold_5,test,BigCodeBench/35,"[0.97699434, 0.97051716, 0.9710647]"
fold_5,test,BigCodeBench/374,"[0.9973593, 0.99265337, 0.9913607]"
fold_5,test,BigCodeBench/26,"[0.9973894, 0.9703466, 0.9807063]"
fold_5,test,BigCodeBench/55,"[0.98125553, 0.9950782, 0.98401976]"
fold_5,test,BigCodeBench/638,"[0.9950324, 0.99408686, 0.9945097]"
fold_5,test,BigCodeBench/716,"[0.9918925, 0.98991853, 0.99369204]"
fold_5,test,BigCodeBench/80,"[0.9984013, 0.9970321, 0.9957577]"
fold_5,test,BigCodeBench/257,"[0.9674534, 0.960248, 0.9832598]"
fold_5,test,BigCodeBench/191,"[0.9949735, 0.99273837, 0.99103856]"
fold_5,test,BigCodeBench/706,"[0.98805577, 0.98707235, 0.99677396]"
fold_5,test,BigCodeBench/274,"[0.9983612, 0.99369884, 0.9974091]"
fold_5,test,BigCodeBench/1111,"[0.99637437, 0.99747324, 0.98236823]"
fold_5,test,BigCodeBench/135,"[0.9951703, 0.98993814, 0.9980433]"
fold_5,test,BigCodeBench/812,"[0.9923158, 0.9920027, 0.99230534]"
fold_5,test,BigCodeBench/131,"[0.9913091, 0.9904621, 0.98416597]"
fold_5,test,BigCodeBench/636,"[0.9893104, 0.98973405, 0.9848377]"
fold_5,test,BigCodeBench/234,"[0.99789584, 0.99268675, 0.99670154]"
fold_5,test,BigCodeBench/711,"[0.95124996, 0.9725343, 0.9945179]"
fold_5,test,BigCodeBench/814,"[0.98662883, 0.9907655, 0.9914076]"
fold_5,test,BigCodeBench/921,"[0.99624914, 0.99583995, 0.99652433]"
fold_5,test,BigCodeBench/1093,"[0.9804558, 0.973165, 0.9203757]"
fold_5,test,BigCodeBench/227,"[0.99459094, 0.99240386, 0.9928656]"
fold_5,test,BigCodeBench/1112,"[0.99023044, 0.9912022, 0.98857725]"
fold_5,test,BigCodeBench/610,"[0.9825157, 0.97909886, 0.98448944]"
fold_5,test,BigCodeBench/305,"[0.9979563, 0.996444, 0.9930678]"
fold_5,test,BigCodeBench/799,"[0.9979063, 0.9764211, 0.99630535]"
fold_5,test,BigCodeBench/518,"[0.9808364, 0.97978115, 0.9796767]"
fold_5,test,BigCodeBench/211,"[0.98012686, 0.99421114, 0.97728616]"
fold_5,test,BigCodeBench/579,"[0.99259317, 0.9956116, 0.99673903]"
fold_5,test,BigCodeBench/121,"[0.995978, 0.98634565, 0.99726677]"
fold_5,test,BigCodeBench/657,"[0.99523807, 0.9966127, 0.9980067]"
fold_5,test,BigCodeBench/422,"[0.99581945, 0.99267423, 0.9958893]"
fold_5,test,BigCodeBench/1042,"[0.9901251, 0.9827173, 0.99635124]"
fold_5,test,BigCodeBench/424,"[0.9955714, 0.9980074, 0.99151474]"
fold_5,test,BigCodeBench/74,"[0.9949436, 0.9907084, 0.9933571]"
fold_5,test,BigCodeBench/486,"[0.99189854, 0.99130124, 0.9927266]"
fold_5,test,BigCodeBench/821,"[0.9860866, 0.99217874, 0.99035573]"
fold_5,test,BigCodeBench/111,"[0.9722538, 0.9723883, 0.9750101]"
fold_5,test,BigCodeBench/655,"[0.97674435, 0.98706007, 0.975849]"
fold_5,test,BigCodeBench/452,"[0.9917251, 0.9822404, 0.9930767]"
fold_5,test,BigCodeBench/888,"[0.9708286, 0.949669, 0.96505046]"
fold_5,test,BigCodeBench/1058,"[0.995246, 0.9939595, 0.99461615]"
fold_5,test,BigCodeBench/1068,"[0.9979674, 0.9959564, 0.9958107]"
fold_5,test,BigCodeBench/494,"[0.9936173, 0.9966444, 0.994574]"
fold_5,test,BigCodeBench/1082,"[0.9749305, 0.9778267, 0.9862492]"
fold_5,test,BigCodeBench/910,"[0.9793141, 0.97600853, 0.9763789]"
fold_5,test,BigCodeBench/29,"[0.9962424, 0.9797952, 0.993595]"
fold_5,test,BigCodeBench/105,"[0.9957195, 0.9902164, 0.9946944]"
fold_5,test,BigCodeBench/1121,"[0.959561, 0.96272856, 0.9697247]"
fold_5,test,BigCodeBench/771,"[0.9896538, 0.9913274, 0.9916742]"
fold_5,test,BigCodeBench/661,"[0.98353887, 0.9712478, 0.9758935]"
fold_5,test,BigCodeBench/298,"[0.99357677, 0.99071914, 0.99005175]"
fold_5,test,BigCodeBench/915,"[0.99789286, 0.99547017, 0.99693125]"
fold_5,test,BigCodeBench/1139,"[0.9890358, 0.99162805, 0.9905571]"
fold_5,test,BigCodeBench/177,"[0.98544323, 0.98639035, 0.9884143]"
fold_5,test,BigCodeBench/996,"[0.94605017, 0.9516603, 0.9518366]"
fold_5,test,BigCodeBench/599,"[0.98526406, 0.99251693, 0.9700893]"
fold_5,test,BigCodeBench/250,"[0.9803712, 0.97176486, 0.9723393]"
fold_5,test,BigCodeBench/558,"[0.9885716, 0.98958933, 0.9807814]"
fold_5,test,BigCodeBench/183,"[0.9911717, 0.9954208, 0.99412495]"
fold_5,test,BigCodeBench/346,"[0.98972315, 0.9909717, 0.99272984]"
fold_5,test,BigCodeBench/433,"[0.9903133, 0.9921835, 0.99334395]"
fold_5,test,BigCodeBench/205,"[0.98865056, 0.98814297, 0.9896721]"
fold_5,test,BigCodeBench/952,"[0.9912398, 0.99773264, 0.99595344]"
fold_5,test,BigCodeBench/271,"[0.9905187, 0.9922843, 0.99125254]"
fold_5,test,BigCodeBench/70,"[0.98259145, 0.98013115, 0.98021543]"
fold_5,test,BigCodeBench/1073,"[0.9880785, 0.9667704, 0.9756506]"
fold_5,test,BigCodeBench/972,"[0.9831475, 0.9798466, 0.99469584]"
fold_5,test,BigCodeBench/541,"[0.99202603, 0.9903072, 0.99845374]"
fold_5,test,BigCodeBench/851,"[0.98479724, 0.9916538, 0.9672507]"
fold_5,test,BigCodeBench/611,"[0.97616297, 0.9824744, 0.9917236]"
fold_5,test,BigCodeBench/1129,"[0.9854471, 0.98009115, 0.9839376]"
fold_5,test,BigCodeBench/484,"[0.99325264, 0.9920578, 0.99422723]"
fold_5,test,BigCodeBench/1116,"[0.99232507, 0.9935768, 0.99625385]"
fold_5,test,BigCodeBench/995,"[0.99693775, 0.9898437, 0.98241353]"
fold_5,test,BigCodeBench/458,"[0.98669714, 0.99348545, 0.9864835]"
fold_5,test,BigCodeBench/36,"[0.9952662, 0.9970456, 0.9916565]"
fold_5,test,BigCodeBench/893,"[0.9954237, 0.9929561, 0.9915638]"
fold_5,test,BigCodeBench/492,"[0.98696506, 0.9938327, 0.99113226]"
fold_5,test,BigCodeBench/1100,"[0.98922706, 0.9904899, 0.99459034]"
fold_5,test,BigCodeBench/32,"[0.9482267, 0.96205175, 0.9379971]"
fold_5,test,BigCodeBench/652,"[0.99621373, 0.993718, 0.9928684]"
fold_5,test,BigCodeBench/479,"[0.9903534, 0.9957586, 0.98530924]"
fold_5,test,BigCodeBench/592,"[0.97810894, 0.9834775, 0.9773734]"
fold_5,test,BigCodeBench/644,"[0.98298633, 0.9865017, 0.9782951]"
fold_5,test,BigCodeBench/988,"[0.99480677, 0.9786856, 0.961801]"
fold_5,test,BigCodeBench/400,"[0.979616, 0.9806844, 0.9872722]"
fold_5,test,BigCodeBench/150,"[0.9880388, 0.9918038, 0.98489577]"
fold_5,test,BigCodeBench/847,"[0.9915663, 0.99499524, 0.99182487]"
fold_5,test,BigCodeBench/301,"[0.99749374, 0.98923856, 0.9916777]"
fold_5,test,BigCodeBench/442,"[0.99488246, 0.99760604, 0.99800366]"
fold_5,test,BigCodeBench/898,"[0.96999896, 0.99663764, 0.99885833]"
fold_5,test,BigCodeBench/1000,"[0.9590895, 0.9714457, 0.9735569]"
fold_5,test,BigCodeBench/273,"[0.99745274, 0.9970732, 0.997013]"
fold_5,test,BigCodeBench/593,"[0.99477327, 0.9925033, 0.9919108]"
fold_5,test,BigCodeBench/409,"[0.9927732, 0.98682714, 0.9902568]"
fold_5,test,BigCodeBench/488,"[0.9944174, 0.995014, 0.9928293]"
fold_5,test,BigCodeBench/1057,"[0.9869385, 0.9883273, 0.9884157]"
fold_5,test,BigCodeBench/512,"[0.99099237, 0.9848371, 0.98275495]"
fold_5,test,BigCodeBench/563,"[0.98076576, 0.9623927, 0.9792307]"
fold_5,test,BigCodeBench/811,"[0.98153454, 0.98698074, 0.98843604]"
fold_5,test,BigCodeBench/553,"[0.9678841, 0.9791112, 0.9622368]"
fold_5,test,BigCodeBench/223,"[0.98007834, 0.98157835, 0.992847]"
fold_5,test,BigCodeBench/326,"[0.9842226, 0.9978055, 0.99693936]"
fold_5,test,BigCodeBench/313,"[0.99405736, 0.9932115, 0.9940553]"
fold_5,test,BigCodeBench/1077,"[0.99145675, 0.9882797, 0.9916155]"
fold_5,test,BigCodeBench/853,"[0.98460084, 0.9944759, 0.9878824]"
fold_5,test,BigCodeBench/53,"[0.9961094, 0.99643815, 0.97970396]"
fold_5,test,BigCodeBench/608,"[0.9895349, 0.99417907, 0.995233]"
fold_5,test,BigCodeBench/95,"[0.98179126, 0.990362, 0.9966441]"
fold_5,test,BigCodeBench/945,"[0.99344826, 0.977178, 0.9942137]"
fold_5,test,BigCodeBench/109,"[0.97907424, 0.9913308, 0.98619956]"
fold_5,test,BigCodeBench/254,"[0.9928621, 0.9929942, 0.9902437]"
fold_6,fit,BigCodeBench/63,[0.9963431]
fold_6,fit,BigCodeBench/1114,[0.99517447]
fold_6,fit,BigCodeBench/1001,[0.9924886]
fold_6,fit,BigCodeBench/725,[0.9713721]
fold_6,fit,BigCodeBench/568,[0.9891595]
fold_6,fit,BigCodeBench/399,[0.9944451]
fold_6,fit,BigCodeBench/1069,[0.9789866]
fold_6,fit,BigCodeBench/208,[0.97157025]
fold_6,fit,BigCodeBench/475,[0.9952084]
fold_6,fit,BigCodeBench/439,[0.9671175]
fold_6,fit,BigCodeBench/173,[0.97293216]
fold_6,fit,BigCodeBench/985,[0.99660647]
fold_6,fit,BigCodeBench/909,[0.9956575]
fold_6,fit,BigCodeBench/713,[0.99527377]
fold_6,fit,BigCodeBench/594,[0.99247015]
fold_6,fit,BigCodeBench/360,[0.9915947]
fold_6,fit,BigCodeBench/203,[0.99564254]
fold_6,fit,BigCodeBench/822,[0.9934212]
fold_6,fit,BigCodeBench/314,[0.9799868]
fold_6,fit,BigCodeBench/491,[0.9977473]
fold_6,fit,BigCodeBench/933,[0.9924652]
fold_6,fit,BigCodeBench/1015,[0.99621356]
fold_6,fit,BigCodeBench/1137,[0.9789426]
fold_6,fit,BigCodeBench/507,[0.97881246]
fold_6,fit,BigCodeBench/1123,[0.98881257]
fold_6,fit,BigCodeBench/270,[0.9941354]
fold_6,fit,BigCodeBench/1065,[0.9927033]
fold_6,fit,BigCodeBench/720,[0.991786]
fold_6,fit,BigCodeBench/88,[0.9763347]
fold_6,fit,BigCodeBench/435,[0.98932695]
fold_6,fit,BigCodeBench/946,[0.9951926]
fold_6,fit,BigCodeBench/875,[0.99225754]
fold_6,fit,BigCodeBench/232,[0.97714245]
fold_6,fit,BigCodeBench/565,[0.95355594]
fold_6,fit,BigCodeBench/402,[0.96587074]
fold_6,fit,BigCodeBench/1113,[0.9802851]
fold_6,fit,BigCodeBench/1044,[0.99134755]
fold_6,fit,BigCodeBench/1030,[0.9974757]
fold_6,fit,BigCodeBench/918,[0.98777294]
fold_6,fit,BigCodeBench/597,[0.9875643]
fold_6,fit,BigCodeBench/697,[0.9611241]
fold_6,fit,BigCodeBench/929,[0.98145044]
fold_6,fit,BigCodeBench/944,[0.991581]
fold_6,fit,BigCodeBench/701,[0.9608158]
fold_6,fit,BigCodeBench/246,[0.9945195]
fold_6,validate,BigCodeBench/986,[0.9881961]
fold_6,validate,BigCodeBench/913,[0.96870345]
fold_6,validate,BigCodeBench/89,[0.98350877]
fold_6,validate,BigCodeBench/388,[0.95936817]
fold_6,validate,BigCodeBench/584,[0.998423]
fold_6,validate,BigCodeBench/1009,[0.9755358]
fold_6,validate,BigCodeBench/1105,[0.9968136]
fold_6,validate,BigCodeBench/237,[0.9972817]
fold_6,validate,BigCodeBench/412,[0.96803325]
fold_6,validate,BigCodeBench/15,[0.9968635]
fold_6,validate,BigCodeBench/81,[0.9965031]
fold_6,validate,BigCodeBench/204,[0.96609205]
fold_6,validate,BigCodeBench/154,[0.9917026]
fold_6,validate,BigCodeBench/1064,[0.94304764]
fold_6,validate,BigCodeBench/344,[0.989853]
fold_6,validate,BigCodeBench/941,[0.9902732]
fold_6,validate,BigCodeBench/606,[0.9912035]
fold_6,validate,BigCodeBench/46,[0.9524649]
fold_6,validate,BigCodeBench/1056,[0.9795357]
fold_6,validate,BigCodeBench/602,[0.98028183]
fold_6,validate,BigCodeBench/785,[0.99653876]
fold_6,validate,BigCodeBench/583,[0.989038]
fold_6,validate,BigCodeBench/1005,[0.9849087]
fold_6,validate,BigCodeBench/1012,[0.9954457]
fold_6,validate,BigCodeBench/103,[0.9914714]
fold_6,validate,BigCodeBench/973,[0.98881817]
fold_6,validate,BigCodeBench/202,[0.9645133]
fold_6,validate,BigCodeBench/881,[0.97419417]
fold_6,validate,BigCodeBench/195,[0.96328914]
fold_6,validate,BigCodeBench/894,[0.99091303]
fold_6,validate,BigCodeBench/320,[0.9837393]
fold_6,validate,BigCodeBench/224,[0.9930758]
fold_6,validate,BigCodeBench/397,[0.9557624]
fold_6,validate,BigCodeBench/1094,[0.9885777]
fold_6,validate,BigCodeBench/715,[0.9666093]
fold_6,validate,BigCodeBench/989,[0.9969837]
fold_6,validate,BigCodeBench/1040,[0.9960343]
fold_6,validate,BigCodeBench/914,[0.994211]
fold_6,validate,BigCodeBench/524,[0.99693143]
fold_6,validate,BigCodeBench/440,[0.9964354]
fold_6,validate,BigCodeBench/975,[0.9950428]
fold_6,validate,BigCodeBench/85,[0.98979175]
fold_6,validate,BigCodeBench/219,[0.98348]
fold_6,validate,BigCodeBench/567,[0.9909481]
fold_6,validate,BigCodeBench/493,[0.9974874]
fold_6,test,BigCodeBench/627,"[0.9960549, 0.9977484, 0.9814451]"
fold_6,test,BigCodeBench/425,"[0.9892604, 0.989119, 0.98687875]"
fold_6,test,BigCodeBench/1021,"[0.9977993, 0.9971888, 0.99700046]"
fold_6,test,BigCodeBench/651,"[0.98702216, 0.99454194, 0.98973274]"
fold_6,test,BigCodeBench/158,"[0.96671957, 0.94266105, 0.94176936]"
fold_6,test,BigCodeBench/90,"[0.99569535, 0.99655735, 0.9970509]"
fold_6,test,BigCodeBench/793,"[0.9928134, 0.9946239, 0.9874512]"
fold_6,test,BigCodeBench/84,"[0.9984081, 0.9980518, 0.9971666]"
fold_6,test,BigCodeBench/474,"[0.9934486, 0.9925102, 0.9933859]"
fold_6,test,BigCodeBench/434,"[0.9956054, 0.9943502, 0.9915171]"
fold_6,test,BigCodeBench/290,"[0.98489773, 0.97626173, 0.9908762]"
fold_6,test,BigCodeBench/1103,"[0.98160505, 0.98220676, 0.99058986]"
fold_6,test,BigCodeBench/1019,"[0.9922161, 0.99732274, 0.9950914]"
fold_6,test,BigCodeBench/387,"[0.99606323, 0.9910227, 0.98942906]"
fold_6,test,BigCodeBench/181,"[0.9952094, 0.9639502, 0.9973758]"
fold_6,test,BigCodeBench/385,"[0.9879762, 0.9850502, 0.9551291]"
fold_6,test,BigCodeBench/463,"[0.98896456, 0.9772946, 0.98177046]"
fold_6,test,BigCodeBench/801,"[0.97954327, 0.9864318, 0.9866001]"
fold_6,test,BigCodeBench/473,"[0.98789424, 0.9872455, 0.99244964]"
fold_6,test,BigCodeBench/800,"[0.9891056, 0.98553, 0.98796695]"
fold_6,test,BigCodeBench/601,"[0.98740447, 0.99076897, 0.988863]"
fold_6,test,BigCodeBench/248,"[0.9874482, 0.9858278, 0.9948052]"
fold_6,test,BigCodeBench/39,"[0.98833054, 0.9854618, 0.9892518]"
fold_6,test,BigCodeBench/44,"[0.9727764, 0.9705981, 0.96427363]"
fold_6,test,BigCodeBench/322,"[0.9837242, 0.9867952, 0.9934503]"
fold_6,test,BigCodeBench/449,"[0.99483925, 0.9883871, 0.99572295]"
fold_6,test,BigCodeBench/94,"[0.9982562, 0.99360186, 0.99767363]"
fold_6,test,BigCodeBench/1004,"[0.9941497, 0.9900521, 0.99336445]"
